From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2R234	K2R234	unreviewed	K2R234_METFP	UBA/THIF-type NAD/FAD binding protein	A994_03858	Methanobacterium formicicum (strain DSM 3637 / PP1)	628	
K2R234_METFP	K2R234	unreviewed	K2R234_METFP	UBA/THIF-type NAD/FAD binding protein	A994_03858	Methanobacterium formicicum (strain DSM 3637 / PP1)	628	
K2QXQ9	K2QXQ9	unreviewed	K2QXQ9_METFP	UBA/THIF-type NAD/FAD binding protein	A994_10709	Methanobacterium formicicum (strain DSM 3637 / PP1)	240	
K2QXQ9_METFP	K2QXQ9	unreviewed	K2QXQ9_METFP	UBA/THIF-type NAD/FAD binding protein	A994_10709	Methanobacterium formicicum (strain DSM 3637 / PP1)	240	
K2R1G2	K2R1G2	unreviewed	K2R1G2_METFP	Probable tRNA sulfurtransferase, EC 2.8.1.4 (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI A994_10704	Methanobacterium formicicum (strain DSM 3637 / PP1)	384	
K2R1G2_METFP	K2R1G2	unreviewed	K2R1G2_METFP	Probable tRNA sulfurtransferase, EC 2.8.1.4 (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI A994_10704	Methanobacterium formicicum (strain DSM 3637 / PP1)	384	
K2QYY6	K2QYY6	unreviewed	K2QYY6_METFP	Methanogenesis marker protein 2	A994_08816	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2QYY6_METFP	K2QYY6	unreviewed	K2QYY6_METFP	Methanogenesis marker protein 2	A994_08816	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2R2R4	K2R2R4	unreviewed	K2R2R4_METFP	Thiamine-monophosphate kinase, TMP kinase, Thiamine-phosphate kinase, EC 2.7.4.16	thiL A994_00990	Methanobacterium formicicum (strain DSM 3637 / PP1)	356	
K2R2R4_METFP	K2R2R4	unreviewed	K2R2R4_METFP	Thiamine-monophosphate kinase, TMP kinase, Thiamine-phosphate kinase, EC 2.7.4.16	thiL A994_00990	Methanobacterium formicicum (strain DSM 3637 / PP1)	356	
K2R0T1	K2R0T1	unreviewed	K2R0T1_METFP	Triosephosphate isomerase, TIM, TPI, EC 5.3.1.1 (Triose-phosphate isomerase)	tpiA A994_04310	Methanobacterium formicicum (strain DSM 3637 / PP1)	225	
K2R0T1_METFP	K2R0T1	unreviewed	K2R0T1_METFP	Triosephosphate isomerase, TIM, TPI, EC 5.3.1.1 (Triose-phosphate isomerase)	tpiA A994_04310	Methanobacterium formicicum (strain DSM 3637 / PP1)	225	
K2RCQ8	K2RCQ8	unreviewed	K2RCQ8_METFP	Thioredoxin reductase	A994_04115	Methanobacterium formicicum (strain DSM 3637 / PP1)	311	
K2RCQ8_METFP	K2RCQ8	unreviewed	K2RCQ8_METFP	Thioredoxin reductase	A994_04115	Methanobacterium formicicum (strain DSM 3637 / PP1)	311	
K2RTW1	K2RTW1	unreviewed	K2RTW1_METFP	Tryptophan synthase beta chain, EC 4.2.1.20	trpB A994_04720	Methanobacterium formicicum (strain DSM 3637 / PP1)	393	
K2RTW1_METFP	K2RTW1	unreviewed	K2RTW1_METFP	Tryptophan synthase beta chain, EC 4.2.1.20	trpB A994_04720	Methanobacterium formicicum (strain DSM 3637 / PP1)	393	
K2RD08	K2RD08	unreviewed	K2RD08_METFP	Tryptophan synthase alpha chain, EC 4.2.1.20	trpA A994_04715	Methanobacterium formicicum (strain DSM 3637 / PP1)	272	
K2RD08_METFP	K2RD08	unreviewed	K2RD08_METFP	Tryptophan synthase alpha chain, EC 4.2.1.20	trpA A994_04715	Methanobacterium formicicum (strain DSM 3637 / PP1)	272	
K2R358	K2R358	unreviewed	K2R358_METFP	Tryptophan synthase beta chain, EC 4.2.1.20	trpB A994_01790	Methanobacterium formicicum (strain DSM 3637 / PP1)	430	
K2R358_METFP	K2R358	unreviewed	K2R358_METFP	Tryptophan synthase beta chain, EC 4.2.1.20	trpB A994_01790	Methanobacterium formicicum (strain DSM 3637 / PP1)	430	
K2R3V4	K2R3V4	unreviewed	K2R3V4_METFP	4Fe-4S ferredoxin	A994_07170	Methanobacterium formicicum (strain DSM 3637 / PP1)	143	
K2R3V4_METFP	K2R3V4	unreviewed	K2R3V4_METFP	4Fe-4S ferredoxin	A994_07170	Methanobacterium formicicum (strain DSM 3637 / PP1)	143	
K2R9Z9	K2R9Z9	unreviewed	K2R9Z9_METFP	Mur ligase middle domain-containing protein	A994_09743	Methanobacterium formicicum (strain DSM 3637 / PP1)	472	
K2R9Z9_METFP	K2R9Z9	unreviewed	K2R9Z9_METFP	Mur ligase middle domain-containing protein	A994_09743	Methanobacterium formicicum (strain DSM 3637 / PP1)	472	
K2RDF9	K2RDF9	unreviewed	K2RDF9_METFP	UDP-n-acetylglucosamine 2-epimerase	A994_02763	Methanobacterium formicicum (strain DSM 3637 / PP1)	364	
K2RDF9_METFP	K2RDF9	unreviewed	K2RDF9_METFP	UDP-n-acetylglucosamine 2-epimerase	A994_02763	Methanobacterium formicicum (strain DSM 3637 / PP1)	364	
K2RDT0	K2RDT0	unreviewed	K2RDT0_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_03438	Methanobacterium formicicum (strain DSM 3637 / PP1)	467	
K2RDT0_METFP	K2RDT0	unreviewed	K2RDT0_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_03438	Methanobacterium formicicum (strain DSM 3637 / PP1)	467	
K2QY18	K2QY18	unreviewed	K2QY18_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_09963	Methanobacterium formicicum (strain DSM 3637 / PP1)	407	
K2QY18_METFP	K2QY18	unreviewed	K2QY18_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_09963	Methanobacterium formicicum (strain DSM 3637 / PP1)	407	
K2RQW5	K2RQW5	unreviewed	K2RQW5_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_09748	Methanobacterium formicicum (strain DSM 3637 / PP1)	527	
K2RQW5_METFP	K2RQW5	unreviewed	K2RQW5_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_09748	Methanobacterium formicicum (strain DSM 3637 / PP1)	527	
K2R6A8	K2R6A8	unreviewed	K2R6A8_METFP	Phosphoesterase PA-phosphatase-like protein	A994_00735	Methanobacterium formicicum (strain DSM 3637 / PP1)	257	
K2R6A8_METFP	K2R6A8	unreviewed	K2R6A8_METFP	Phosphoesterase PA-phosphatase-like protein	A994_00735	Methanobacterium formicicum (strain DSM 3637 / PP1)	257	
K2R8Y1	K2R8Y1	unreviewed	K2R8Y1_METFP	Phosphoesterase PA-phosphatase-like protein	A994_12136	Methanobacterium formicicum (strain DSM 3637 / PP1)	196	
K2R8Y1_METFP	K2R8Y1	unreviewed	K2R8Y1_METFP	Phosphoesterase PA-phosphatase-like protein	A994_12136	Methanobacterium formicicum (strain DSM 3637 / PP1)	196	
K2RW13	K2RW13	unreviewed	K2RW13_METFP	Undecaprenyl-diphosphatase, EC 3.6.1.27 (Undecaprenyl pyrophosphate phosphatase)	uppP A994_01625	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2RW13_METFP	K2RW13	unreviewed	K2RW13_METFP	Undecaprenyl-diphosphatase, EC 3.6.1.27 (Undecaprenyl pyrophosphate phosphatase)	uppP A994_01625	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2RTD0	K2RTD0	unreviewed	K2RTD0_METFP	dTDP-D-glucose 4,6-dehydratase	A994_06121	Methanobacterium formicicum (strain DSM 3637 / PP1)	332	
K2RTD0_METFP	K2RTD0	unreviewed	K2RTD0_METFP	dTDP-D-glucose 4,6-dehydratase	A994_06121	Methanobacterium formicicum (strain DSM 3637 / PP1)	332	
K2QDX6	K2QDX6	unreviewed	K2QDX6_METFP	UDP-glucose 4-epimerase	A994_04925	Methanobacterium formicicum (strain DSM 3637 / PP1)	326	
K2QDX6_METFP	K2QDX6	unreviewed	K2QDX6_METFP	UDP-glucose 4-epimerase	A994_04925	Methanobacterium formicicum (strain DSM 3637 / PP1)	326	
K2R9V8	K2R9V8	unreviewed	K2R9V8_METFP	UDP-glucose 4-epimerase	A994_10864	Methanobacterium formicicum (strain DSM 3637 / PP1)	313	
K2R9V8_METFP	K2R9V8	unreviewed	K2R9V8_METFP	UDP-glucose 4-epimerase	A994_10864	Methanobacterium formicicum (strain DSM 3637 / PP1)	313	
K2R1G6	K2R1G6	unreviewed	K2R1G6_METFP	Mur ligase middle domain-containing protein	A994_05260	Methanobacterium formicicum (strain DSM 3637 / PP1)	475	
K2R1G6_METFP	K2R1G6	unreviewed	K2R1G6_METFP	Mur ligase middle domain-containing protein	A994_05260	Methanobacterium formicicum (strain DSM 3637 / PP1)	475	
K2RBK5	K2RBK5	unreviewed	K2RBK5_METFP	Uracil phosphoribosyltransferase, EC 2.4.2.9 (UMP pyrophosphorylase)	upp A994_06430	Methanobacterium formicicum (strain DSM 3637 / PP1)	211	
K2RBK5_METFP	K2RBK5	unreviewed	K2RBK5_METFP	Uracil phosphoribosyltransferase, EC 2.4.2.9 (UMP pyrophosphorylase)	upp A994_06430	Methanobacterium formicicum (strain DSM 3637 / PP1)	211	
K2RUD8	K2RUD8	unreviewed	K2RUD8_METFP	Uridylate kinase, UK, EC 2.7.4.22 (Uridine monophosphate kinase, UMP kinase, UMPK)	pyrH A994_05295	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2RUD8_METFP	K2RUD8	unreviewed	K2RUD8_METFP	Uridylate kinase, UK, EC 2.7.4.22 (Uridine monophosphate kinase, UMP kinase, UMPK)	pyrH A994_05295	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2R0H9	K2R0H9	unreviewed	K2R0H9_METFP	GntR family transcriptional regulator	A994_06186	Methanobacterium formicicum (strain DSM 3637 / PP1)	392	
K2R0H9_METFP	K2R0H9	unreviewed	K2R0H9_METFP	GntR family transcriptional regulator	A994_06186	Methanobacterium formicicum (strain DSM 3637 / PP1)	392	
K2RCW2	K2RCW2	unreviewed	K2RCW2_METFP	Xanthine/uracil/vitamin C permease	A994_04440	Methanobacterium formicicum (strain DSM 3637 / PP1)	429	
K2RCW2_METFP	K2RCW2	unreviewed	K2RCW2_METFP	Xanthine/uracil/vitamin C permease	A994_04440	Methanobacterium formicicum (strain DSM 3637 / PP1)	429	
K2R122	K2R122	unreviewed	K2R122_METFP	tRNA pseudouridine synthase A, EC 5.4.99.12 (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA A994_11802	Methanobacterium formicicum (strain DSM 3637 / PP1)	274	
K2R122_METFP	K2R122	unreviewed	K2R122_METFP	tRNA pseudouridine synthase A, EC 5.4.99.12 (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA A994_11802	Methanobacterium formicicum (strain DSM 3637 / PP1)	274	
K2RT58	K2RT58	unreviewed	K2RT58_METFP	Probable tRNA pseudouridine synthase B, EC 5.4.99.25 (tRNA pseudouridine(55) synthase, Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB A994_05546	Methanobacterium formicicum (strain DSM 3637 / PP1)	320	
K2RT58_METFP	K2RT58	unreviewed	K2RT58_METFP	Probable tRNA pseudouridine synthase B, EC 5.4.99.25 (tRNA pseudouridine(55) synthase, Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB A994_05546	Methanobacterium formicicum (strain DSM 3637 / PP1)	320	
K2QC57	K2QC57	unreviewed	K2QC57_METFP	Peptidoglycan-binding LysM	A994_07586	Methanobacterium formicicum (strain DSM 3637 / PP1)	244	
K2QC57_METFP	K2QC57	unreviewed	K2QC57_METFP	Peptidoglycan-binding LysM	A994_07586	Methanobacterium formicicum (strain DSM 3637 / PP1)	244	
